8000,1.0
8032,1.0
8064,1.0
8096,1.0
8128,1.0
8160,1.0
8192,1.0
8224,1.0
8256,1.0
8288,1.0
8320,1.0
8352,1.0
8384,1.0
8416,1.0
8448,1.0
8480,1.0
8512,1.0
8544,1.0
8576,1.0
8608,1.0
8640,1.0
8672,1.0
8704,1.0
8736,1.0
8768,1.0
8800,1.0
8832,1.0
8864,1.0
8896,1.0
8928,1.0
8960,1.0
8992,1.0
9024,1.0
9056,1.0
9088,1.0
9120,1.0
9152,1.0
9184,1.0
9216,1.0
9248,1.0
9280,1.0
9312,1.0
9344,1.0
9376,1.0
9408,1.0
9440,1.0
9472,1.0
9504,1.0
9536,1.0
9568,1.0
9600,1.0
9632,1.0
9664,1.0
9696,1.0
9728,1.0
9760,1.0
9792,1.0
9824,1.0
9856,1.0
9888,1.0
9920,1.0
9952,1.0
9984,1.0
10016,1.0
10048,1.0
10080,1.0
10112,1.0
10144,1.0
10176,1.0
10208,1.0
10240,1.0
10272,1.0
10304,1.0
10336,1.0
10368,1.0
10400,1.0
10432,1.0
10464,1.0
10496,1.0
10528,1.0
10560,1.0
10592,1.0
10624,1.0
10656,1.0
10688,1.0
10720,1.0
10752,1.0
10784,1.0
10816,1.0
10848,1.0
10880,0.999
10912,1.0
10944,1.0
10976,1.0
11008,1.0
11040,1.0
11072,1.0
11104,1.0
11136,1.0
11168,1.0
11200,1.0
11232,1.0
11264,1.0
11296,1.0
11328,1.0
11360,1.0
11392,1.0
11424,1.0
11456,1.0
11488,1.0
11520,1.0
11552,1.0
11584,1.0
11616,1.0
11648,1.0
11680,1.0
11712,1.0
11744,1.0
11776,1.0
11808,1.0
11840,0.998
11872,1.0
11904,0.999
11936,1.0
11968,0.999
12000,1.0
12032,0.999
12064,0.999
12096,1.0
12128,1.0
12160,0.998
12192,0.999
12224,0.997
12256,0.998
12288,0.998
12320,0.998
12352,1.0
12384,0.997
12416,0.998
12448,0.997
12480,0.999
12512,0.998
12544,0.991
12576,0.995
12608,0.991
12640,0.995
12672,0.989
12704,0.991
12736,0.994
12768,0.988
12800,0.998
12832,0.99
12864,0.989
12896,0.991
12928,0.991
12960,0.987
12992,0.986
13024,0.995
13056,0.99
13088,0.986
13120,0.985
13152,0.982
13184,0.985
13216,0.986
13248,0.981
13280,0.979
13312,0.98
13344,0.977
13376,0.977
13408,0.982
13440,0.971
13472,0.964
13504,0.968
13536,0.969
13568,0.963
13600,0.972
13632,0.955
13664,0.962
13696,0.964
13728,0.962
13760,0.955
13792,0.959
13824,0.96
13856,0.95
13888,0.94
13920,0.949
13952,0.924
13984,0.936
14016,0.935
14048,0.932
14080,0.927
14112,0.943
14144,0.918
14176,0.929
14208,0.928
14240,0.925
14272,0.908
14304,0.912
14336,0.916
14368,0.889
14400,0.896
14432,0.894
14464,0.896
14496,0.885
14528,0.912
14560,0.883
14592,0.871
14624,0.868
14656,0.884
14688,0.85
14720,0.856
14752,0.858
14784,0.84
14816,0.858
14848,0.873
14880,0.853
14912,0.838
14944,0.846
14976,0.829
15008,0.82
15040,0.814
15072,0.828
15104,0.81
15136,0.804
15168,0.806
15200,0.791
15232,0.806
15264,0.78
15296,0.765
15328,0.785
15360,0.784
15392,0.763
15424,0.739
15456,0.764
15488,0.774
15520,0.739
15552,0.739
15584,0.731
15616,0.757
15648,0.727
15680,0.723
15712,0.727
15744,0.72
15776,0.685
15808,0.704
15840,0.709
15872,0.664
15904,0.702
15936,0.639
15968,0.704
16000,0.671
16032,0.648
16064,0.672
16096,0.655
16128,0.661
16160,0.63
16192,0.643
16224,0.647
16256,0.625
16288,0.64
16320,0.625
16352,0.61
16384,0.594
16416,0.594
16448,0.578
16480,0.586
16512,0.571
16544,0.569
16576,0.589
16608,0.534
16640,0.563
16672,0.549
16704,0.541
16736,0.539
16768,0.535
16800,0.541
16832,0.538
16864,0.515
16896,0.533
16928,0.492
16960,0.503
16992,0.504
17024,0.526
17056,0.466
17088,0.504
17120,0.49
17152,0.49
17184,0.486
17216,0.458
17248,0.475
17280,0.446
17312,0.455
17344,0.417
17376,0.441
17408,0.397
17440,0.416
17472,0.393
17504,0.411
17536,0.403
17568,0.415
17600,0.4
17632,0.395
17664,0.406
17696,0.408
17728,0.39
17760,0.356
17792,0.404
17824,0.378
17856,0.374
17888,0.357
17920,0.363
17952,0.318
17984,0.342
18016,0.331
18048,0.323
18080,0.314
18112,0.322
18144,0.33
18176,0.313
18208,0.326
18240,0.342
18272,0.313
18304,0.302
18336,0.304
18368,0.299
18400,0.308
18432,0.287
18464,0.28
18496,0.307
18528,0.296
18560,0.259
18592,0.266
18624,0.283
18656,0.282
18688,0.261
18720,0.266
18752,0.249
18784,0.263
18816,0.245
18848,0.247
18880,0.259
18912,0.221
18944,0.243
18976,0.241
19008,0.212
19040,0.223
19072,0.239
19104,0.208
19136,0.185
19168,0.222
19200,0.226
19232,0.212
19264,0.241
19296,0.213
19328,0.224
19360,0.218
19392,0.163
19424,0.198
19456,0.192
19488,0.209
19520,0.197
19552,0.19
19584,0.203
19616,0.189
19648,0.178
19680,0.18
19712,0.18
19744,0.204
19776,0.169
19808,0.175
19840,0.168
19872,0.181
19904,0.158
19936,0.163
19968,0.147
20000,0.164
